,SG_PARTIDO,NM_URNA_CANDIDATO,QT_VOTOS_NOMINAIS,Porcentagem,Ano
0,PSL,JAIR BOLSONARO,57797847,39.27395743226651,2018
1,PT,FERNANDO HADDAD,47040906,31.964556392892117,2018
2,Não Votaram,Não Votaram,42327081,28.761486174841366,2018
