,SG_PARTIDO,NM_URNA_CANDIDATO,QT_VOTOS_NOMINAIS,Porcentagem,Ano
0,PT,DILMA,55752529,41.13365967114087,2010
1,PSDB,JOSÉ SERRA,43711388,32.249825971933774,2010
2,Não Votaram,Não Votaram,36076002,26.616514356925364,2010
